192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:09 +0200] "GET /group/mdi/home HTTP/1.1" 200 53814 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)" "ajp://10.9.75.83:9009" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:11 +0200] "GET /group/web/home HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.2)" "ajp://10.9.75.83:9009" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:13 +0200] "POST /aftersales-web/block/receive-updated-views HTTP/1.1" 200 58 "https://portal.firma.pl/aftersales-web/frmZglPortlet.iface" "Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0" "http://10.9.75.151:8280" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:14 +0200] "POST /aftersales-web/block/receive-updated-views HTTP/1.1" 200 58 "https://portal.firma.pl/aftersales-web/listaZglPortlet.iface" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbORJ/5.15.15.36191; .NET4.0C; .NET4.0E)" "http://10.9.75.151:8280" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:17 +0200] "GET /group/web/home HTTP/1.1" 302 - "https://portal.firma.pl/sso/?service=redirect&r=portal" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36" "ajp://10.9.75.84:9009" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:27 +0200] "GET /group/web/home HTTP/1.1" 302 - "https://portal.firma.pl/sso/?service=redirect&r=portal" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" "ajp://10.9.75.84:9009" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:38 +0200] "GET /szkolenia/sf/prototype/js/prototype.js HTTP/1.1" 200 140336 "https://portal.firma.pl/szkolenia/tester" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36" "-" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /szkolenia/uploads/content_server/PRAWO_dniowe/Prawo_dzien15/lekcja01/images/drukuj.swf HTTP/1.1" 200 4939 "https://portal.firma.pl/szkolenia/uploads/content_server/PRAWO_dniowe/Prawo_dzien15/lekcja01/page68516.html" "Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0" "-" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /szkolenia/uploads/scorm/51176/1677/images/prev.swf HTTP/1.1" 200 4366 "https://portal.firma.pl/szkolenia/uploads/scorm/51176/1677/page44856.html" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "-" SSLv3
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /szkolenia/uploads/scorm/51176/1677/images/biblioteka.png HTTP/1.1" 200 91193 "https://portal.firma.pl/szkolenia/uploads/scorm/51176/1677/page44856.html" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "-" SSLv3
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /auth/login?service=https%3a%2f%2fportal.firma.pl%2fszkolenia%2f HTTP/1.1" 200 6686 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; BOIE9;PLPL)" "https://10.9.75.117:8443" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "POST /szkolenia/user_control/read HTTP/1.1" 401 - "https://portal.firma.pl/szkolenia/cours_scorm/start/cours_id/51049/lp_id/1593" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36" "-" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /szkolenia/js/myTheme/textareaCounter.js HTTP/1.1" 200 680 "https://portal.firma.pl/szkolenia/tester" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36" "-" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "GET /szkolenia/uploads/content_server/TUIR_dniowe/TUIR_dzien1/lekcja01/trivantis-button.js HTTP/1.1" 200 6763 "https://portal.firma.pl/szkolenia/uploads/content_server/TUIR_dniowe/TUIR_dzien1/lekcja01/page77958.html" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36" "-" TLSv1
192.168.0.1 - test@firma.pl [18/Oct/2013:09:21:39 +0200] "POST /szkolenia/limitation/display HTTP/1.1" 200 51 "https://portal.firma.pl/szkolenia/cours_scorm/start/cours_id/51176/lp_id/1762" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0" "-" TLSv1
